image,top1,top3
0085664.png,7,"[7, 0, 1]"
0085670.png,7,"[7, 9, 2]"
0085672.png,7,"[7, 4, 2]"
0085675.png,7,"[7, 3, 9]"
0085676.png,7,"[7, 9, 2]"
0085678.png,7,"[7, 9, 2]"
0085680.png,7,"[7, 9, 2]"
0085682.png,7,"[7, 9, 2]"
0085683.png,7,"[7, 2, 9]"
0085685.png,7,"[7, 9, 8]"
0085693.png,7,"[7, 9, 2]"
0085702.png,7,"[7, 9, 4]"
0085703.png,7,"[7, 9, 4]"
0085704.png,7,"[7, 2, 3]"
0085707.png,7,"[7, 9, 1]"
0085708.png,7,"[7, 9, 2]"
0085710.png,7,"[7, 4, 9]"
0085713.png,7,"[7, 9, 8]"
0085719.png,7,"[7, 2, 9]"
0085724.png,7,"[7, 2, 3]"
0085737.png,7,"[7, 2, 3]"
0085740.png,7,"[7, 4, 5]"
0085743.png,7,"[7, 9, 2]"
0085744.png,7,"[7, 9, 2]"
0085747.png,7,"[7, 2, 3]"
0085750.png,7,"[7, 9, 4]"
0085757.png,7,"[7, 9, 2]"
0085759.png,7,"[7, 9, 2]"
0085766.png,7,"[7, 9, 2]"
0085769.png,7,"[7, 4, 9]"
0085770.png,7,"[7, 2, 9]"
0085779.png,7,"[7, 4, 8]"
0085796.png,7,"[7, 9, 2]"
0085799.png,7,"[7, 9, 2]"
0085801.png,7,"[7, 2, 9]"
0085802.png,7,"[7, 2, 9]"
0085803.png,7,"[7, 9, 3]"
0085806.png,7,"[7, 2, 3]"
0085808.png,7,"[7, 9, 2]"
0085819.png,7,"[7, 9, 2]"
0085820.png,7,"[7, 4, 9]"
0085824.png,7,"[7, 4, 8]"
0085828.png,7,"[7, 1, 9]"
0085831.png,7,"[7, 3, 2]"
0085836.png,7,"[7, 2, 3]"
0085842.png,9,"[9, 7, 2]"
0085845.png,7,"[7, 9, 0]"
0085846.png,7,"[7, 4, 8]"
0085847.png,7,"[7, 8, 4]"
0085851.png,7,"[7, 9, 4]"
0085852.png,7,"[7, 3, 2]"
0085876.png,7,"[7, 2, 9]"
0085880.png,7,"[7, 2, 9]"
0085887.png,7,"[7, 9, 3]"
0085888.png,7,"[7, 3, 5]"
0085889.png,7,"[7, 2, 3]"
0085894.png,7,"[7, 8, 9]"
0085904.png,7,"[7, 9, 4]"
0085911.png,7,"[7, 2, 9]"
0085915.png,7,"[7, 1, 9]"
0085923.png,7,"[7, 1, 4]"
0085925.png,7,"[7, 3, 4]"
0085931.png,7,"[7, 9, 1]"
0085933.png,7,"[7, 9, 1]"
0085954.png,7,"[7, 9, 2]"
0085965.png,7,"[7, 9, 4]"
0085967.png,7,"[7, 9, 4]"
0085968.png,7,"[7, 9, 3]"
0085977.png,7,"[7, 4, 3]"
0085983.png,7,"[7, 9, 3]"
0085984.png,7,"[7, 2, 3]"
0085986.png,7,"[7, 2, 3]"
0085987.png,7,"[7, 2, 3]"
0085992.png,7,"[7, 3, 2]"
0085996.png,7,"[7, 9, 6]"
0086000.png,8,"[8, 4, 2]"
0086003.png,7,"[7, 3, 2]"
0086010.png,7,"[7, 1, 9]"
0086016.png,7,"[7, 9, 3]"
0086017.png,7,"[7, 9, 2]"
0086020.png,7,"[7, 1, 3]"
0086026.png,7,"[7, 5, 9]"
0086028.png,7,"[7, 3, 2]"
0086031.png,7,"[7, 9, 5]"
0086033.png,7,"[7, 9, 3]"
0086036.png,7,"[7, 9, 2]"
0086038.png,7,"[7, 5, 3]"
0086039.png,7,"[7, 3, 2]"
0086040.png,7,"[7, 4, 5]"
0086041.png,7,"[7, 4, 8]"
0086044.png,7,"[7, 4, 2]"
0086047.png,7,"[7, 4, 5]"
0086049.png,7,"[7, 9, 1]"
0086060.png,7,"[7, 1, 4]"
0086061.png,7,"[7, 1, 9]"
0086065.png,7,"[7, 4, 9]"
0086067.png,7,"[7, 9, 4]"
0086068.png,7,"[7, 9, 2]"
0086076.png,7,"[7, 9, 2]"
0086086.png,7,"[7, 2, 3]"
0086096.png,7,"[7, 3, 9]"
0086100.png,7,"[7, 9, 3]"
0086104.png,7,"[7, 9, 3]"
0086106.png,7,"[7, 3, 9]"
0086109.png,7,"[7, 9, 2]"
0086111.png,7,"[7, 2, 3]"
0086123.png,7,"[7, 3, 2]"
0086124.png,7,"[7, 3, 2]"
0086127.png,7,"[7, 9, 4]"
0086136.png,7,"[7, 2, 3]"
0086143.png,7,"[7, 4, 9]"
0086149.png,7,"[7, 3, 2]"
0086153.png,7,"[7, 9, 4]"
0086154.png,7,"[7, 2, 9]"
0086155.png,7,"[7, 2, 9]"
0086167.png,7,"[7, 2, 9]"
0086174.png,7,"[7, 9, 1]"
0086176.png,7,"[7, 9, 2]"
0086178.png,7,"[7, 3, 2]"
0086181.png,7,"[7, 2, 3]"
0086186.png,7,"[7, 3, 0]"
0086187.png,7,"[7, 3, 2]"
0086189.png,7,"[7, 2, 9]"
0086190.png,7,"[7, 4, 8]"
0086191.png,7,"[7, 4, 8]"
0086193.png,7,"[7, 9, 4]"
0086198.png,7,"[7, 4, 5]"
0086200.png,7,"[7, 2, 5]"
0086202.png,7,"[7, 9, 4]"
0086205.png,7,"[7, 4, 9]"
0086209.png,7,"[7, 9, 3]"
0086216.png,7,"[7, 8, 4]"
0086224.png,7,"[7, 2, 9]"
0086230.png,7,"[7, 9, 2]"
0086233.png,7,"[7, 4, 9]"
0086235.png,7,"[7, 3, 2]"
0086241.png,7,"[7, 9, 4]"
0086254.png,7,"[7, 2, 9]"
0086256.png,7,"[7, 4, 9]"
0086270.png,7,"[7, 1, 9]"
0086279.png,7,"[7, 9, 3]"
0086283.png,7,"[7, 2, 3]"
0086291.png,7,"[7, 9, 3]"
0086297.png,7,"[7, 9, 2]"
0086299.png,7,"[7, 9, 2]"
0086300.png,7,"[7, 9, 2]"
0086301.png,7,"[7, 4, 9]"
0086303.png,7,"[7, 9, 3]"
0086304.png,7,"[7, 2, 5]"
0086305.png,7,"[7, 4, 9]"
0086317.png,7,"[7, 4, 2]"
0086319.png,7,"[7, 3, 2]"
0086325.png,4,"[4, 7, 8]"
0086328.png,7,"[7, 9, 1]"
0086329.png,7,"[7, 9, 1]"
0086345.png,7,"[7, 3, 2]"
0086346.png,7,"[7, 9, 8]"
0086351.png,7,"[7, 9, 2]"
0086357.png,7,"[7, 9, 4]"
0086358.png,7,"[7, 9, 2]"
0086359.png,7,"[7, 9, 1]"
0086369.png,7,"[7, 2, 3]"
0086373.png,7,"[7, 9, 2]"
0086397.png,7,"[7, 9, 4]"
0086405.png,7,"[7, 9, 2]"
0086409.png,7,"[7, 9, 2]"
0086414.png,7,"[7, 2, 3]"
0086421.png,7,"[7, 9, 3]"
0086426.png,7,"[7, 3, 9]"
0086428.png,7,"[7, 3, 9]"
0086436.png,7,"[7, 3, 9]"
0086449.png,7,"[7, 4, 2]"
0086452.png,7,"[7, 5, 1]"
0086460.png,7,"[7, 4, 1]"
0086462.png,7,"[7, 3, 9]"
0086473.png,7,"[7, 3, 2]"
0086476.png,2,"[2, 3, 9]"
0086483.png,7,"[7, 8, 4]"
0086501.png,7,"[7, 9, 2]"
0086504.png,7,"[7, 9, 4]"
0086512.png,7,"[7, 9, 1]"
0086515.png,7,"[7, 3, 2]"
0086522.png,7,"[7, 9, 4]"
0086527.png,7,"[7, 9, 4]"
0086529.png,7,"[7, 2, 9]"
0086540.png,7,"[7, 9, 1]"
0086543.png,7,"[7, 2, 4]"
0086545.png,7,"[7, 9, 4]"
0086547.png,7,"[7, 9, 5]"
0086556.png,7,"[7, 9, 5]"
0086572.png,7,"[7, 9, 2]"
0086591.png,7,"[7, 5, 9]"
0086592.png,7,"[7, 4, 2]"
0086598.png,7,"[7, 2, 9]"
0086600.png,7,"[7, 1, 9]"
0086603.png,7,"[7, 9, 2]"
0086609.png,7,"[7, 2, 3]"
0086618.png,7,"[7, 2, 3]"
0086621.png,7,"[7, 5, 1]"
0086622.png,7,"[7, 9, 3]"
0086625.png,7,"[7, 2, 3]"
0086626.png,7,"[7, 3, 2]"
0086627.png,7,"[7, 2, 3]"
0086630.png,2,"[2, 7, 3]"
0086634.png,7,"[7, 1, 9]"
0086641.png,7,"[7, 2, 9]"
0086655.png,7,"[7, 3, 5]"
0086656.png,7,"[7, 9, 4]"
0086657.png,7,"[7, 9, 4]"
0086658.png,7,"[7, 4, 9]"
0086659.png,7,"[7, 9, 1]"
0086662.png,7,"[7, 9, 5]"
0086670.png,2,"[2, 7, 3]"
0086672.png,7,"[7, 2, 9]"
0086681.png,7,"[7, 2, 9]"
0086686.png,7,"[7, 9, 2]"
0086689.png,7,"[7, 9, 2]"
0086697.png,7,"[7, 2, 3]"
0086702.png,7,"[7, 5, 2]"
0086708.png,7,"[7, 4, 9]"
0086710.png,7,"[7, 2, 9]"
0086718.png,7,"[7, 9, 3]"
0086736.png,7,"[7, 9, 2]"
0086737.png,7,"[7, 9, 2]"
0086742.png,9,"[9, 3, 2]"
0086747.png,7,"[7, 9, 2]"
0086762.png,3,"[3, 2, 8]"
0086764.png,7,"[7, 4, 9]"
0086766.png,7,"[7, 2, 3]"
0086770.png,7,"[7, 9, 5]"
0086771.png,7,"[7, 9, 4]"
0086772.png,7,"[7, 9, 4]"
0086773.png,7,"[7, 9, 4]"
0086781.png,7,"[7, 2, 5]"
0086782.png,4,"[4, 7, 9]"
0086783.png,4,"[4, 9, 7]"
0086791.png,7,"[7, 9, 4]"
0086797.png,7,"[7, 9, 6]"
0086801.png,7,"[7, 9, 2]"
0086803.png,7,"[7, 9, 2]"
0086805.png,7,"[7, 1, 4]"
0086806.png,7,"[7, 2, 3]"
0086809.png,7,"[7, 9, 3]"
0086812.png,4,"[4, 7, 2]"
0086816.png,7,"[7, 2, 9]"
0086840.png,7,"[7, 2, 9]"
0086858.png,7,"[7, 5, 4]"
0086862.png,4,"[4, 7, 9]"
0086863.png,4,"[4, 7, 9]"
0086864.png,7,"[7, 4, 9]"
0086871.png,7,"[7, 9, 3]"
0086873.png,7,"[7, 9, 4]"
0086885.png,7,"[7, 2, 3]"
0086887.png,7,"[7, 4, 9]"
0086890.png,4,"[4, 7, 9]"
0086909.png,7,"[7, 9, 1]"
0086917.png,7,"[7, 9, 2]"
0086920.png,7,"[7, 9, 3]"
0086923.png,7,"[7, 9, 1]"
0086925.png,7,"[7, 9, 1]"
0086926.png,7,"[7, 1, 9]"
0086938.png,7,"[7, 2, 3]"
0086941.png,7,"[7, 2, 3]"
0086945.png,7,"[7, 9, 2]"
0086950.png,7,"[7, 9, 2]"
0086956.png,7,"[7, 4, 9]"
0086959.png,7,"[7, 2, 9]"
0086979.png,7,"[7, 3, 9]"
0086980.png,7,"[7, 2, 9]"
0086984.png,7,"[7, 9, 2]"
0086985.png,7,"[7, 4, 9]"
0086990.png,7,"[7, 5, 2]"
0086992.png,7,"[7, 9, 2]"
0087005.png,7,"[7, 2, 9]"
0087015.png,7,"[7, 9, 4]"
0087018.png,7,"[7, 3, 5]"
0087020.png,7,"[7, 3, 9]"
0087023.png,7,"[7, 2, 9]"
0087042.png,7,"[7, 2, 9]"
0087043.png,7,"[7, 2, 3]"
0087052.png,7,"[7, 3, 2]"
0087060.png,7,"[7, 3, 1]"
0087061.png,7,"[7, 4, 9]"
0087062.png,7,"[7, 9, 1]"
0087063.png,7,"[7, 3, 5]"
0087071.png,4,"[4, 7, 8]"
0087072.png,7,"[7, 1, 2]"
0087078.png,7,"[7, 2, 9]"
0087084.png,7,"[7, 9, 1]"
0087086.png,7,"[7, 4, 9]"
0087096.png,7,"[7, 9, 1]"
0087097.png,7,"[7, 9, 4]"
0087102.png,7,"[7, 9, 3]"
0087106.png,7,"[7, 4, 9]"
0087109.png,7,"[7, 4, 9]"
0087116.png,7,"[7, 2, 3]"
0087117.png,7,"[7, 2, 9]"
0087119.png,7,"[7, 9, 4]"
0087122.png,7,"[7, 4, 1]"
0087124.png,7,"[7, 9, 2]"
0087125.png,7,"[7, 9, 1]"
0087130.png,7,"[7, 4, 5]"
0087134.png,7,"[7, 4, 9]"
0087138.png,7,"[7, 4, 1]"
0087146.png,7,"[7, 3, 2]"
0087148.png,7,"[7, 9, 4]"
0087155.png,7,"[7, 2, 4]"
0087162.png,7,"[7, 5, 9]"
0087167.png,7,"[7, 4, 9]"
0087171.png,7,"[7, 2, 4]"
0087172.png,7,"[7, 9, 2]"
0087175.png,7,"[7, 9, 1]"
0087183.png,7,"[7, 9, 2]"
0087189.png,7,"[7, 2, 4]"
0087190.png,7,"[7, 9, 3]"
0087191.png,7,"[7, 1, 9]"
0087195.png,7,"[7, 4, 2]"
0087203.png,7,"[7, 9, 5]"
0087211.png,7,"[7, 9, 2]"
0087226.png,7,"[7, 9, 3]"
0087229.png,7,"[7, 4, 2]"
0087250.png,7,"[7, 4, 9]"
0087254.png,7,"[7, 9, 2]"
0087255.png,7,"[7, 9, 2]"
0087261.png,7,"[7, 3, 2]"
0087262.png,7,"[7, 1, 5]"
0087264.png,7,"[7, 3, 2]"
0087268.png,7,"[7, 2, 9]"
0087269.png,7,"[7, 2, 3]"
0087275.png,7,"[7, 2, 9]"
0087278.png,7,"[7, 9, 2]"
0087280.png,7,"[7, 2, 9]"
0087293.png,7,"[7, 9, 2]"
0087306.png,7,"[7, 2, 3]"
0087307.png,7,"[7, 9, 2]"
0087317.png,7,"[7, 2, 9]"
0087322.png,7,"[7, 9, 2]"
0087326.png,7,"[7, 9, 2]"
0087329.png,9,"[9, 7, 2]"
0087333.png,7,"[7, 4, 9]"
0087339.png,7,"[7, 9, 4]"
0087340.png,2,"[2, 7, 3]"
0087348.png,7,"[7, 9, 5]"
0087357.png,7,"[7, 9, 3]"
0087363.png,7,"[7, 9, 2]"
0087369.png,7,"[7, 3, 2]"
0087370.png,7,"[7, 9, 2]"
0087375.png,7,"[7, 9, 2]"
0087383.png,7,"[7, 9, 4]"
0087384.png,7,"[7, 9, 4]"
0087388.png,7,"[7, 1, 4]"
0087391.png,7,"[7, 2, 3]"
0087393.png,7,"[7, 1, 9]"
0087395.png,7,"[7, 9, 2]"
0087396.png,7,"[7, 9, 4]"
0087397.png,7,"[7, 4, 9]"
0087403.png,7,"[7, 2, 9]"
0087404.png,7,"[7, 9, 1]"
0087419.png,7,"[7, 9, 1]"
0087423.png,7,"[7, 9, 3]"
0087424.png,7,"[7, 9, 2]"
0087428.png,7,"[7, 9, 3]"
0087434.png,7,"[7, 9, 4]"
0087438.png,7,"[7, 9, 2]"
0087440.png,7,"[7, 3, 2]"
0087445.png,7,"[7, 9, 4]"
0087461.png,7,"[7, 1, 4]"
0087462.png,7,"[7, 4, 9]"
0087464.png,7,"[7, 2, 3]"
0087465.png,7,"[7, 2, 3]"
0087468.png,7,"[7, 5, 9]"
0087472.png,7,"[7, 9, 4]"
0087481.png,7,"[7, 9, 5]"
0087497.png,7,"[7, 9, 2]"
0087500.png,7,"[7, 9, 2]"
0087501.png,7,"[7, 9, 4]"
0087505.png,7,"[7, 9, 4]"
0087514.png,7,"[7, 3, 2]"
0087519.png,7,"[7, 9, 4]"
0087531.png,7,"[7, 9, 2]"
0087536.png,7,"[7, 3, 9]"
0087540.png,7,"[7, 9, 2]"
0087545.png,7,"[7, 4, 9]"
0087547.png,7,"[7, 3, 2]"
0087549.png,7,"[7, 3, 5]"
0087552.png,7,"[7, 9, 2]"
0087558.png,7,"[7, 3, 5]"
0087563.png,7,"[7, 3, 2]"
0087566.png,7,"[7, 3, 9]"
0087568.png,7,"[7, 4, 2]"
0087579.png,7,"[7, 9, 2]"
0087581.png,8,"[8, 7, 9]"
0087583.png,7,"[7, 9, 2]"
0087596.png,7,"[7, 5, 2]"
0087604.png,7,"[7, 9, 1]"
0087613.png,7,"[7, 2, 9]"
0087617.png,7,"[7, 2, 9]"
0087618.png,7,"[7, 4, 9]"
0087619.png,7,"[7, 9, 4]"
0087622.png,4,"[4, 7, 8]"
0087625.png,7,"[7, 2, 3]"
0087633.png,7,"[7, 9, 4]"
0087639.png,7,"[7, 3, 9]"
0087642.png,7,"[7, 2, 3]"
0087645.png,7,"[7, 5, 3]"
0087647.png,7,"[7, 9, 8]"
0087648.png,7,"[7, 4, 8]"
0087658.png,7,"[7, 9, 3]"
0087660.png,7,"[7, 4, 9]"
0087661.png,7,"[7, 9, 4]"
0087666.png,7,"[7, 3, 9]"
0087670.png,7,"[7, 4, 5]"
0087672.png,4,"[4, 8, 7]"
0087693.png,7,"[7, 4, 9]"
0087699.png,7,"[7, 9, 3]"
0087705.png,7,"[7, 9, 4]"
0087733.png,7,"[7, 9, 2]"
0087737.png,7,"[7, 9, 4]"
0087739.png,7,"[7, 9, 4]"
0087744.png,7,"[7, 9, 3]"
0087758.png,7,"[7, 2, 9]"
0087759.png,7,"[7, 2, 3]"
0087762.png,7,"[7, 2, 8]"
0087775.png,7,"[7, 9, 4]"
0087777.png,7,"[7, 2, 4]"
0087792.png,7,"[7, 6, 3]"
0087798.png,7,"[7, 9, 2]"
0087800.png,7,"[7, 9, 2]"
0087802.png,7,"[7, 4, 9]"
0087805.png,7,"[7, 9, 2]"
0087810.png,7,"[7, 9, 2]"
0087811.png,7,"[7, 9, 1]"
0087816.png,7,"[7, 4, 8]"
0087818.png,7,"[7, 3, 2]"
0087820.png,7,"[7, 9, 3]"
0087821.png,7,"[7, 9, 3]"
0087822.png,7,"[7, 2, 9]"
0087829.png,7,"[7, 9, 4]"
0087833.png,7,"[7, 2, 3]"
0087838.png,7,"[7, 5, 2]"
0087839.png,7,"[7, 3, 9]"
0087841.png,7,"[7, 2, 9]"
0087843.png,7,"[7, 5, 2]"
0087854.png,7,"[7, 3, 2]"
0087859.png,7,"[7, 3, 2]"
0087864.png,7,"[7, 4, 8]"
0087868.png,7,"[7, 9, 4]"
0087874.png,7,"[7, 4, 1]"
0087878.png,7,"[7, 9, 4]"
0087881.png,7,"[7, 2, 3]"
0087882.png,7,"[7, 2, 3]"
0087885.png,2,"[2, 7, 3]"
0087889.png,7,"[7, 3, 9]"
0087891.png,7,"[7, 9, 4]"
0087892.png,7,"[7, 5, 4]"
0087905.png,7,"[7, 2, 5]"
0087912.png,7,"[7, 9, 2]"
0087916.png,7,"[7, 5, 9]"
0087920.png,7,"[7, 3, 2]"
0087931.png,7,"[7, 9, 2]"
0087946.png,3,"[3, 2, 7]"
0087957.png,7,"[7, 9, 4]"
0087968.png,7,"[7, 2, 3]"
0087971.png,7,"[7, 9, 1]"
0087973.png,7,"[7, 9, 2]"
0087986.png,7,"[7, 8, 4]"
0087989.png,7,"[7, 1, 3]"
0087990.png,7,"[7, 9, 4]"
0088006.png,7,"[7, 2, 9]"
0088015.png,7,"[7, 2, 3]"
0088018.png,7,"[7, 9, 3]"
0088021.png,7,"[7, 9, 1]"
0088026.png,7,"[7, 2, 9]"
0088031.png,7,"[7, 2, 5]"
0088032.png,7,"[7, 3, 2]"
0088034.png,7,"[7, 9, 4]"
0088044.png,7,"[7, 9, 2]"
0088060.png,7,"[7, 2, 9]"
0088061.png,7,"[7, 2, 3]"
0088073.png,7,"[7, 3, 2]"
0088076.png,7,"[7, 9, 3]"
0088077.png,7,"[7, 2, 9]"
0088081.png,7,"[7, 9, 2]"
0088099.png,7,"[7, 9, 4]"
0088104.png,7,"[7, 9, 3]"
0088109.png,7,"[7, 9, 6]"
0088120.png,7,"[7, 9, 1]"
0088123.png,4,"[4, 7, 5]"
0088124.png,7,"[7, 9, 1]"
0088125.png,7,"[7, 9, 2]"
0088128.png,7,"[7, 4, 9]"
0088129.png,7,"[7, 9, 5]"
0088130.png,7,"[7, 3, 5]"
0088133.png,7,"[7, 9, 4]"
0088140.png,7,"[7, 9, 4]"
0088141.png,7,"[7, 9, 4]"
0088148.png,3,"[3, 7, 5]"
0088156.png,7,"[7, 9, 4]"
0088159.png,7,"[7, 2, 3]"
0088161.png,7,"[7, 9, 4]"
0088165.png,7,"[7, 1, 9]"
0088166.png,7,"[7, 9, 3]"
0088172.png,7,"[7, 9, 2]"
0088176.png,7,"[7, 2, 9]"
0088181.png,7,"[7, 9, 2]"
0088183.png,7,"[7, 9, 4]"
0088199.png,7,"[7, 9, 4]"
0088205.png,7,"[7, 9, 2]"
0088230.png,7,"[7, 9, 3]"
0088238.png,7,"[7, 9, 2]"
0088239.png,7,"[7, 2, 9]"
0088247.png,7,"[7, 2, 3]"
0088248.png,7,"[7, 3, 9]"
0088250.png,7,"[7, 9, 2]"
0088251.png,7,"[7, 9, 2]"
0088253.png,7,"[7, 9, 4]"
0088288.png,7,"[7, 2, 9]"
0088299.png,7,"[7, 5, 2]"
0088309.png,7,"[7, 1, 9]"
0088310.png,7,"[7, 9, 2]"
0088324.png,7,"[7, 9, 4]"
0088333.png,7,"[7, 4, 2]"
0088335.png,7,"[7, 9, 2]"
0088339.png,7,"[7, 2, 9]"
0088344.png,7,"[7, 5, 9]"
0088350.png,7,"[7, 1, 4]"
0088353.png,7,"[7, 2, 9]"
0088355.png,7,"[7, 9, 5]"
0088364.png,7,"[7, 9, 4]"
0088365.png,7,"[7, 9, 1]"
0088369.png,7,"[7, 5, 2]"
0088388.png,7,"[7, 4, 9]"
0088392.png,7,"[7, 4, 9]"
0088406.png,7,"[7, 2, 9]"
0088415.png,7,"[7, 4, 1]"
0088424.png,7,"[7, 9, 3]"
0088425.png,7,"[7, 9, 5]"
0088426.png,7,"[7, 4, 9]"
0088428.png,7,"[7, 9, 4]"
0088431.png,7,"[7, 9, 4]"
0088436.png,7,"[7, 4, 9]"
0088452.png,7,"[7, 9, 2]"
0088455.png,7,"[7, 2, 9]"
0088459.png,9,"[9, 2, 7]"
0088478.png,7,"[7, 2, 9]"
0088485.png,7,"[7, 4, 2]"
0088490.png,7,"[7, 3, 9]"
0088492.png,7,"[7, 3, 2]"
0088496.png,7,"[7, 3, 9]"
0088505.png,7,"[7, 9, 4]"
0088507.png,7,"[7, 1, 4]"
0088518.png,7,"[7, 3, 9]"
0088521.png,7,"[7, 4, 9]"
0088523.png,7,"[7, 9, 1]"
0088524.png,7,"[7, 3, 2]"
0088532.png,7,"[7, 4, 2]"
0088538.png,7,"[7, 5, 2]"
0088547.png,7,"[7, 9, 2]"
0088549.png,7,"[7, 9, 2]"
0088553.png,7,"[7, 9, 1]"
0088556.png,7,"[7, 3, 9]"
0088570.png,7,"[7, 4, 9]"
0088579.png,7,"[7, 2, 9]"
0088581.png,7,"[7, 3, 9]"
0088583.png,7,"[7, 2, 1]"
0088588.png,7,"[7, 9, 3]"
0088605.png,7,"[7, 2, 9]"
0088606.png,7,"[7, 9, 2]"
0088616.png,7,"[7, 3, 5]"
0088620.png,7,"[7, 2, 9]"
0088623.png,7,"[7, 9, 4]"
0088624.png,7,"[7, 3, 9]"
0088632.png,7,"[7, 3, 4]"
0088637.png,8,"[8, 7, 4]"
0088641.png,7,"[7, 2, 9]"
0088649.png,7,"[7, 9, 1]"
0088657.png,7,"[7, 9, 5]"
0088658.png,7,"[7, 9, 1]"
0088659.png,7,"[7, 9, 1]"
0088668.png,7,"[7, 9, 4]"
0088669.png,7,"[7, 9, 1]"
0088673.png,7,"[7, 4, 9]"
0088677.png,7,"[7, 2, 9]"
0088680.png,4,"[4, 7, 9]"
0088687.png,7,"[7, 9, 2]"
0088689.png,7,"[7, 9, 5]"
0088710.png,7,"[7, 9, 5]"
0088713.png,7,"[7, 1, 9]"
0088721.png,7,"[7, 1, 9]"
0088728.png,7,"[7, 4, 9]"
0088732.png,7,"[7, 9, 3]"
0088735.png,7,"[7, 9, 4]"
0088736.png,7,"[7, 2, 9]"
0088738.png,7,"[7, 9, 2]"
0088747.png,7,"[7, 9, 2]"
0088751.png,7,"[7, 3, 2]"
0088755.png,7,"[7, 2, 9]"
0088760.png,7,"[7, 9, 4]"
0088766.png,7,"[7, 4, 1]"
0088773.png,7,"[7, 9, 2]"
0088780.png,7,"[7, 9, 2]"
0088782.png,9,"[9, 7, 3]"
0088785.png,7,"[7, 9, 4]"
0088788.png,7,"[7, 9, 2]"
0088790.png,4,"[4, 7, 8]"
0088791.png,4,"[4, 7, 2]"
0088794.png,7,"[7, 9, 4]"
0088800.png,7,"[7, 9, 2]"
0088803.png,7,"[7, 1, 2]"
0088804.png,7,"[7, 3, 9]"
0088808.png,7,"[7, 2, 3]"
0088810.png,7,"[7, 2, 9]"
0088815.png,7,"[7, 9, 4]"
0088816.png,7,"[7, 9, 4]"
0088822.png,6,"[6, 0, 3]"
0088825.png,7,"[7, 9, 1]"
0088826.png,7,"[7, 9, 4]"
0088829.png,7,"[7, 9, 1]"
0088833.png,7,"[7, 5, 9]"
0088839.png,7,"[7, 9, 4]"
0088840.png,7,"[7, 9, 2]"
0088842.png,7,"[7, 3, 5]"
0088845.png,7,"[7, 2, 9]"
0088846.png,7,"[7, 4, 5]"
0088848.png,7,"[7, 4, 9]"
0088852.png,7,"[7, 9, 2]"
0088864.png,7,"[7, 4, 9]"
0088876.png,7,"[7, 9, 2]"
0088878.png,7,"[7, 4, 8]"
0088881.png,7,"[7, 9, 4]"
0088883.png,7,"[7, 4, 9]"
0088890.png,7,"[7, 9, 2]"
0088898.png,7,"[7, 5, 3]"
0088907.png,7,"[7, 2, 9]"
0088920.png,7,"[7, 9, 3]"
0088923.png,7,"[7, 9, 4]"
0088927.png,7,"[7, 9, 5]"
0088928.png,7,"[7, 3, 9]"
0088937.png,7,"[7, 2, 9]"
0088942.png,7,"[7, 4, 9]"
0088952.png,7,"[7, 9, 2]"
0088955.png,7,"[7, 8, 3]"
0088960.png,7,"[7, 2, 3]"
0088964.png,7,"[7, 9, 2]"
0088970.png,7,"[7, 3, 2]"
0088973.png,7,"[7, 2, 3]"
0088976.png,7,"[7, 3, 5]"
0088979.png,7,"[7, 1, 9]"
0088980.png,7,"[7, 2, 3]"
0088983.png,7,"[7, 4, 9]"
0088995.png,7,"[7, 4, 2]"
0089001.png,7,"[7, 9, 4]"
0089002.png,7,"[7, 9, 1]"
0089013.png,7,"[7, 9, 3]"
0089022.png,7,"[7, 9, 3]"
0089023.png,7,"[7, 9, 4]"
0089026.png,7,"[7, 4, 2]"
0089029.png,7,"[7, 9, 4]"
0089033.png,7,"[7, 2, 3]"
0089037.png,7,"[7, 9, 2]"
0089042.png,7,"[7, 9, 2]"
0089044.png,7,"[7, 4, 9]"
0089053.png,7,"[7, 9, 4]"
0089054.png,7,"[7, 9, 4]"
0089057.png,7,"[7, 2, 4]"
0089059.png,7,"[7, 1, 4]"
0089060.png,7,"[7, 3, 9]"
0089063.png,7,"[7, 1, 9]"
0089066.png,7,"[7, 4, 9]"
0089067.png,7,"[7, 9, 1]"
0089074.png,7,"[7, 9, 2]"
0089077.png,7,"[7, 9, 4]"
0089081.png,7,"[7, 9, 2]"
0089083.png,7,"[7, 9, 2]"
0089084.png,7,"[7, 3, 2]"
0089086.png,7,"[7, 9, 4]"
0089087.png,7,"[7, 9, 3]"
0089088.png,7,"[7, 5, 1]"
0089096.png,7,"[7, 3, 2]"
0089098.png,7,"[7, 9, 1]"
0089099.png,7,"[7, 9, 1]"
0089102.png,7,"[7, 9, 4]"
0089106.png,7,"[7, 4, 9]"
0089110.png,7,"[7, 9, 5]"
0089114.png,7,"[7, 9, 2]"
0089130.png,7,"[7, 9, 4]"
0089136.png,7,"[7, 5, 9]"
0089140.png,7,"[7, 2, 9]"
0089144.png,7,"[7, 9, 5]"
0089155.png,7,"[7, 9, 3]"
0089165.png,7,"[7, 2, 5]"
0089166.png,7,"[7, 9, 3]"
0089167.png,7,"[7, 9, 4]"
0089168.png,7,"[7, 9, 2]"
0089177.png,7,"[7, 2, 4]"
0089186.png,7,"[7, 4, 9]"
0089189.png,7,"[7, 9, 2]"
0089190.png,7,"[7, 3, 2]"
0089204.png,7,"[7, 9, 2]"
